iter	Passed	Remaining
1674	10386	51621
1675	10391	51608
1676	10396	51599
1677	10402	51590
1678	10406	51575
1679	10411	51564
1680	10417	51552
1681	10421	51538
1682	10425	51522
1683	10432	51517
1684	10437	51504
1685	10441	51489
1686	10448	51487
1687	10453	51475
1688	10458	51461
1689	10465	51458
1690	10470	51448
1691	10475	51434
1692	10480	51426
1693	10488	51424
1694	10510	51497
1695	10515	51488
1696	10521	51479
1697	10528	51475
1698	10534	51468
1699	10541	51466
1700	10546	51456
1701	10552	51446
1702	10558	51441
1703	10564	51434
1704	10569	51420
1705	10576	51417
1706	10581	51408
1707	10586	51395
1708	10593	51392
1709	10599	51384
1710	10606	51384
1711	10612	51374
1712	10617	51363
1713	10623	51359
1714	10628	51346
1715	10633	51332
1716	10639	51324
1717	10643	51311
1718	10648	51297
1719	10654	51290
1720	10659	51277
1721	10664	51264
1722	10671	51265
1723	10676	51254
1724	10681	51241
1725	10688	51238
1726	10693	51224
1727	10697	51211
1728	10705	51210
1729	10710	51201
1730	10716	51192
1731	10723	51189
1732	10728	51176
1733	10738	51190
1734	10743	51177
1735	10751	51178
1736	10755	51165
1737	10762	51160
1738	10771	51171
1739	10778	51165
1740	10787	51176
1741	10794	51169
1742	10802	51173
1743	10807	51161
1744	10812	51149
1745	10821	51157
1746	10826	51145
1747	10833	51141
1748	10837	51128
1749	10842	51114
1750	10848	51107
1751	10853	51096
1752	10857	51081
1753	10864	51074
1754	10870	51068
1755	10875	51056
1756	10882	51055
1757	10886	51040
1758	10891	51028
1759	10899	51027
1760	10903	51014
1761	10908	51000
1762	10915	50999
1763	10920	50986
1764	10925	50974
1765	10930	50963
1766	10935	50949
1767	10939	50935
1768	10945	50930
1769	10950	50918
1770	10957	50916
1771	10962	50903
1772	10967	50889
1773	10974	50890
1774	10979	50878
1775	10984	50866
1776	10991	50862
1777	10996	50849
1778	11000	50835
1779	11006	50827
1780	11011	50814
1781	11016	50803
1782	11022	50796
1783	11027	50784
1784	11032	50773
1785	11038	50766
1786	11042	50752
1787	11048	50742
1788	11053	50734
1789	11058	50721
1790	11064	50713
1791	11069	50704
1792	11074	50692
1793	11081	50686
1794	11087	50682
1795	11092	50671
1796	11097	50659
1797	11103	50650
1798	11109	50643
1799	11114	50634
1800	11120	50627
1801	11125	50616
1802	11130	50603
1803	11136	50596
1804	11141	50583
1805	11145	50568
1806	11151	50560
1807	11156	50548
1808	11161	50536
1809	11167	50529
1810	11171	50517
1811	11176	50504
1812	11183	50500
1813	11188	50491
1814	11193	50479
1815	11200	50475
1816	11205	50463
1817	11209	50449
1818	11216	50445
1819	11221	50433
1820	11226	50422
1821	11231	50414
1822	11236	50401
1823	11241	50388
1824	11247	50381
1825	11251	50367
1826	11256	50355
1827	11262	50346
1828	11266	50334
1829	11271	50322
1830	11276	50311
1831	11282	50305
1832	11288	50294
1833	11295	50293
1834	11301	50285
1835	11305	50271
1836	11311	50264
1837	11316	50254
1838	11321	50243
1839	11327	50234
1840	11332	50222
1841	11338	50214
1842	11345	50212
1843	11351	50206
1844	11358	50203
1845	11364	50196
1846	11368	50184
1847	11376	50183
1848	11381	50172
1849	11385	50158
1850	11395	50170
1851	11400	50157
1852	11406	50151
1853	11412	50142
1854	11417	50131
1855	11423	50127
1856	11428	50115
1857	11433	50101
1858	11439	50096
1859	11444	50085
1860	11449	50074
1861	11471	50137
1862	11480	50142
1863	11487	50139
1864	11492	50128
1865	11497	50120
1866	11507	50127
1867	11511	50114
1868	11516	50102
1869	11522	50095
1870	11526	50081
1871	11532	50071
1872	11537	50062
1873	11542	50049
1874	11547	50038
1875	11553	50031
1876	11557	50018
1877	11562	50006
1878	11568	50000
1879	11573	49987
1880	11578	49975
1881	11584	49969
1882	11590	49961
1883	11595	49951
1884	11601	49946
1885	11607	49936
1886	11611	49923
1887	11617	49917
1888	11622	49904
1889	11627	49892
1890	11634	49889
1891	11638	49877
1892	11643	49864
1893	11649	49856
1894	11654	49845
1895	11658	49832
1896	11665	49827
1897	11669	49814
1898	11674	49800
1899	11681	49798
1900	11685	49784
1901	11690	49774
1902	11697	49772
1903	11702	49761
1904	11707	49748
1905	11713	49743
1906	11718	49731
1907	11722	49717
1908	11728	49710
1909	11733	49697
1910	11737	49683
1911	11743	49675
1912	11747	49661
1913	11752	49648
1914	11756	49637
1915	11762	49629
1916	11767	49615
1917	11772	49605
1918	11778	49600
1919	11783	49589
1920	11788	49576
1921	11794	49570
1922	11798	49557
1923	11803	49546
1924	11809	49538
1925	11814	49526
1926	11819	49514
1927	11824	49506
1928	11828	49492
1929	11834	49482
1930	11839	49473
1931	11843	49460
1932	11848	49449
1933	11853	49437
1934	11860	49435
1935	11865	49423
1936	11870	49411
1937	11879	49418
1938	11884	49408
1939	11893	49411
1940	11898	49401
1941	11903	49392
1942	11910	49388
1943	11916	49382
1944	11924	49386
1945	11931	49380
1946	11940	49386
1947	11945	49376
1948	11952	49373
1949	11959	49372
1950	11964	49361
1951	11974	49371
1952	11980	49363
1953	11987	49359
1954	11991	49346
1955	11996	49336
1956	12002	49328
1957	12007	49317
1958	12013	49309
1959	12018	49301
1960	12023	49288
1961	12028	49279
1962	12034	49273
1963	12039	49263
1964	12045	49256
1965	12052	49250
1966	12057	49239
1967	12062	49231
1968	12069	49226
1969	12074	49217
1970	12079	49206
1971	12085	49199
1972	12092	49196
1973	12097	49188
1974	12103	49179
1975	12108	49168
1976	12114	49161
1977	12119	49150
1978	12123	49138
1979	12129	49131
1980	12135	49122
1981	12139	49110
1982	12146	49106
1983	12150	49093
1984	12155	49081
1985	12160	49070
1986	12166	49062
1987	12170	49050
1988	12175	49039
1989	12181	49033
1990	12187	49023
1991	12192	49014
1992	12197	49005
1993	12202	48993
1994	12207	48981
1995	12212	48973
1996	12217	48959
1997	12221	48946
1998	12227	48938
1999	12231	48925
2000	12236	48913
2001	12241	48906
2002	12246	48895
2003	12251	48884
2004	12256	48875
2005	12261	48863
2006	12266	48852
2007	12271	48842
2008	12276	48831
2009	12282	48824
2010	12287	48814
2011	12292	48805
2012	12299	48802
2013	12305	48792
2014	12309	48780
2015	12314	48768
2016	12319	48756
2017	12324	48746
2018	12328	48735
2019	12333	48723
2020	12339	48714
2021	12344	48705
2022	12348	48693
2023	12354	48685
2024	12358	48672
2025	12363	48659
2026	12368	48650
2027	12374	48645
2028	12381	48639
2029	12387	48635
2030	12392	48624
2031	12397	48615
2032	12404	48612
2033	12409	48601
2034	12415	48593
2035	12440	48660
2036	12447	48657
2037	12456	48663
2038	12461	48654
2039	12472	48667
2040	12487	48696
2041	12495	48698
2042	12506	48711
2043	12511	48699
2044	12521	48708
2045	12526	48696
2046	12532	48693
2047	12538	48682
2048	12543	48673
2049	12550	48669
2050	12555	48660
2051	12560	48649
2052	12567	48648
2053	12572	48639
2054	12577	48626
2055	12586	48630
2056	12590	48619
2057	12599	48620
2058	12603	48608
2059	12608	48596
2060	12614	48590
2061	12619	48579
2062	12624	48568
2063	12630	48564
2064	12635	48551
2065	12639	48539
2066	12646	48535
2067	12651	48524
2068	12655	48512
2069	12662	48509
2070	12667	48496
2071	12671	48484
2072	12678	48479
2073	12682	48466
2074	12687	48457
2075	12695	48456
2076	12699	48444
2077	12704	48432
2078	12709	48425
2079	12714	48413
2080	12719	48401
2081	12726	48397
2082	12730	48386
2083	12735	48373
2084	12741	48369
2085	12746	48357
2086	12750	48345
2087	12757	48341
2088	12762	48330
2089	12767	48320
2090	12774	48317
2091	12778	48305
2092	12785	48300
2093	12791	48294
2094	12796	48283
2095	12800	48270
2096	12806	48265
2097	12811	48254
2098	12816	48241
2099	12821	48232
2100	12826	48224
2101	12831	48213
2102	12838	48209
2103	12843	48199
2104	12848	48189
2105	12855	48185
2106	12859	48173
2107	12864	48163
2108	12871	48158
2109	12875	48147
2110	12881	48137
2111	12888	48136
2112	12892	48124
2113	12897	48113
2114	12906	48118
2115	12911	48107
2116	12918	48104
2117	12923	48093
2118	12928	48082
2119	12936	48082
2120	12941	48073
2121	12946	48063
2122	12952	48057
2123	12957	48048
2124	12963	48040
2125	12970	48036
2126	12974	48025
2127	12981	48021
2128	12988	48017
2129	12993	48010
2130	13003	48015
2131	13008	48006
2132	13014	48000
2133	13018	47987
2134	13025	47982
2135	13032	47980
2136	13038	47973
2137	13045	47973
2138	13052	47970
2139	13057	47960
2140	13067	47967
2141	13073	47961
2142	13084	47973
2143	13091	47968
2144	13100	47975
2145	13106	47966
2146	13113	47963
2147	13118	47952
2148	13123	47943
2149	13129	47939
2150	13134	47927
2151	13139	47916
2152	13146	47913
2153	13151	47903
2154	13156	47893
2155	13163	47890
2156	13168	47880
2157	13175	47879
2158	13181	47872
2159	13186	47861
2160	13193	47857
2161	13199	47852
2162	13204	47843
2163	13212	47844
2164	13236	47901
2165	13252	47930
2166	13266	47952
2167	13284	47989
2168	13301	48025
2169	13310	48028
2170	13316	48021
2171	13323	48019
2172	13330	48016
2173	13336	48007
2174	13344	48008
2175	13350	48002
2176	13357	47999
2177	13363	47991
2178	13368	47982
2179	13375	47979
2180	13381	47971
2181	13388	47968
2182	13410	48021
2183	13420	48028
2184	13427	48024
2185	13432	48014
2186	13439	48013
2187	13446	48009
2188	13454	48010
2189	13459	48000
2190	13464	47988
2191	13470	47983
2192	13475	47973
2193	13481	47963
2194	13489	47965
2195	13494	47955
2196	13501	47953
2197	13506	47942
2198	13512	47934
2199	13521	47940
2200	13526	47930
2201	13533	47925
2202	13537	47914
2203	13543	47905
2204	13549	47898
2205	13553	47887
2206	13559	47877
2207	13567	47880
2208	13573	47872
2209	13578	47861
2210	13586	47864
2211	13593	47859
2212	13599	47853
2213	13603	47841
2214	13608	47829
2215	13616	47830
2216	13620	47817
2217	13626	47808
2218	13632	47803
2219	13637	47792
2220	13641	47780
2221	13648	47775
2222	13652	47763
2223	13657	47752
2224	13664	47749
2225	13669	47738
2226	13674	47728
2227	13681	47724
2228	13685	47712
2229	13690	47701
2230	13697	47697
2231	13702	47688
2232	13707	47678
2233	13713	47672
2234	13718	47660
2235	13725	47660
2236	13731	47650
2237	13736	47641
2238	13743	47637
2239	13749	47632
2240	13754	47623
2241	13763	47625
2242	13769	47617
2243	13777	47618
2244	13782	47609
2245	13787	47599
2246	13796	47603
2247	13801	47594
2248	13808	47590
2249	13814	47582
2250	13818	47571
2251	13825	47565
2252	13830	47557
2253	13836	47548
2254	13841	47540
2255	13846	47529
2256	13851	47518
2257	13857	47513
2258	13862	47501
2259	13866	47490
2260	13872	47483
2261	13877	47473
2262	13882	47461
2263	13888	47456
2264	13893	47446
2265	13898	47435
2266	13906	47436
2267	13912	47429
2268	13918	47422
2269	13923	47412
2270	13927	47401
2271	13932	47390
2272	13938	47383
2273	13942	47371
2274	13947	47361
2275	13953	47353
2276	13958	47343
2277	13962	47331
2278	13968	47323
2279	13972	47310
2280	13977	47299
2281	13983	47293
2282	14035	47441
2283	14048	47459
2284	14075	47522
2285	14087	47538
2286	14104	47567
2287	14131	47630
2288	14146	47656
2289	14163	47686
2290	14174	47696
2291	14191	47724
2292	14205	47746
2293	14220	47768
2294	14233	47786
2295	14249	47811
2296	14264	47836
2297	14272	47836
2298	14284	47848
2299	14296	47862
2300	14306	47867
2301	14321	47891
2302	14337	47916
2303	14352	47942
2304	14385	48023
2305	14402	48053
2306	14415	48069
2307	14427	48083
2308	14450	48132
2309	14467	48163
2310	14486	48199
2311	14501	48222
2312	14519	48253
2313	14533	48274
2314	14544	48284
2315	14551	48280
2316	14568	48308
2317	14580	48320
2318	14587	48316
2319	14596	48319
2320	14602	48312
2321	14613	48322
2322	14618	48311
2323	14627	48313
2324	14632	48303
2325	14644	48315
2326	14650	48307
2327	14658	48307
2328	14663	48298
2329	14668	48287
2330	14675	48283
2331	14680	48272
2332	14687	48269
2333	14693	48260
2334	14699	48254
2335	14707	48251
2336	14713	48244
2337	14718	48235
2338	14724	48227
2339	14728	48215
2340	14735	48210
2341	14743	48207
2342	14747	48195
2343	14754	48190
2344	14758	48178
2345	14763	48166
2346	14769	48158
2347	14774	48149
2348	14778	48137
2349	14786	48134
2350	14790	48121
2351	14795	48109
2352	14801	48103
2353	14805	48090
2354	14810	48078
2355	14817	48074
2356	14821	48062
2357	14826	48050
2358	14832	48045
2359	14838	48035
2360	14843	48026
2361	14851	48023
2362	14856	48013
2363	14863	48012
2364	14869	48002
2365	14873	47989
2366	14879	47981
2367	14884	47973
2368	14890	47963
2369	14896	47957
2370	14900	47945
2371	14906	47938
2372	14913	47932
2373	14918	47923
2374	14923	47912
2375	14930	47908
2376	14936	47901
2377	14941	47890
2378	14947	47884
2379	14953	47875
2380	14957	47862
2381	14963	47856
2382	14968	47845
2383	14973	47835
2384	14980	47829
2385	14984	47818
2386	14990	47808
2387	14996	47801
2388	15000	47790
2389	15005	47778
2390	15011	47773
2391	15016	47761
2392	15021	47750
2393	15027	47743
2394	15031	47731
2395	15038	47726
2396	15044	47718
2397	15048	47707
2398	15057	47708
2399	15062	47696
2400	15067	47686
2401	15073	47681
2402	15079	47671
2403	15086	47667
2404	15090	47657
2405	15096	47647
2406	15101	47639
2407	15106	47628
2408	15112	47620
2409	15119	47615
2410	15124	47607
2411	15129	47597
2412	15137	47595
2413	15142	47586
2414	15149	47581
2415	15155	47575
2416	15165	47578
2417	15171	47571
2418	15176	47560
2419	15182	47555
2420	15188	47546
2421	15192	47535
2422	15198	47527
2423	15204	47520
2424	15209	47509
2425	15216	47507
2426	15222	47500
2427	15227	47489
2428	15234	47486
2429	15240	47477
2430	15247	47473
2431	15252	47464
2432	15257	47453
2433	15265	47453
2434	15270	47443
2435	15277	47437
2436	15283	47431
2437	15288	47419
2438	15301	47435
2439	15308	47431
2440	15318	47435
2441	15346	47498
2442	15353	47493
2443	15361	47492
2444	15367	47483
2445	15371	47473
2446	15379	47471
2447	15385	47463
2448	15392	47460
2449	15397	47449
2450	15402	47438
2451	15408	47432
2452	15414	47423
2453	15418	47412
2454	15425	47408
2455	15430	47397
2456	15435	47385
2457	15441	47381
2458	15447	47371
2459	15452	47361
2460	15459	47357
2461	15463	47346
2462	15468	47335
2463	15475	47331
2464	15480	47321
2465	15485	47309
2466	15492	47305
2467	15497	47295
2468	15505	47294
2469	15509	47283
2470	15514	47272
2471	15523	47273
2472	15528	47263
2473	15533	47253
2474	15540	47249
2475	15545	47238
2476	15555	47242
2477	15560	47234
2478	15565	47224
2479	15571	47217
2480	15576	47208
2481	15581	47197
2482	15587	47189
2483	15592	47178
2484	15597	47168
2485	15604	47164
2486	15609	47153
2487	15613	47142
2488	15620	47138
2489	15625	47128
2490	15630	47117
2491	15637	47112
2492	15643	47105
2493	15649	47099
2494	15654	47089
2495	15659	47077
2496	15664	47069
2497	15669	47058
2498	15674	47047
2499	15678	47036
2500	15683	47026
2501	15689	47017
2502	15693	47005
2503	15699	46997
2504	15703	46986
2505	15708	46975
2506	15714	46967
2507	15718	46955
2508	15723	46944
2509	15729	46937
2510	15733	46926
2511	15738	46914
2512	15744	46908
2513	15749	46898
2514	15755	46890
2515	15762	46885
2516	15766	46874
2517	15771	46862
2518	15777	46856
2519	15782	46845
2520	15786	46834
2521	15793	46830
2522	15798	46819
2523	15803	46810
2524	15810	46803
2525	15814	46793
2526	15819	46783
2527	15825	46775
2528	15830	46765
2529	15835	46755
2530	15841	46748
2531	15846	46738
2532	15851	46729
2533	15858	46724
2534	15863	46715
2535	15868	46704
2536	15874	46698
2537	15880	46690
2538	15885	46680
2539	15891	46674
2540	15897	46667
2541	15904	46663
2542	15912	46659
2543	15916	46648
2544	15924	46647
2545	15929	46636
2546	15934	46625
2547	15944	46631
2548	15949	46623
2549	15957	46620
2550	15961	46608
2551	15966	46597
2552	15973	46593
2553	15977	46582
2554	15982	46571
2555	15988	46565
2556	15994	46557
2557	16001	46553
2558	16008	46547
2559	16017	46550
2560	16027	46555
2561	16034	46551
2562	16041	46546
2563	16046	46536
2564	16055	46537
2565	16060	46529
2566	16069	46532
2567	16074	46521
2568	16082	46519
2569	16087	46510
2570	16093	46501
2571	16100	46498
2572	16105	46489
2573	16110	46478
2574	16116	46473
2575	16121	46462
2576	16126	46451
2577	16132	46445
2578	16137	46434
2579	16141	46422
2580	16148	46417
2581	16152	46405
2582	16157	46394
2583	16163	46387
2584	16167	46376
2585	16172	46365
2586	16179	46362
2587	16184	46350
2588	16188	46339
2589	16195	46336
2590	16200	46326
2591	16207	46320
2592	16212	46311
2593	16217	46300
2594	16222	46292
2595	16228	46286
2596	16233	46276
2597	16241	46273
2598	16246	46263
2599	16251	46255
2600	16258	46250
2601	16263	46241
2602	16269	46232
2603	16276	46229
2604	16300	46273
2605	16310	46276
2606	16315	46268
2607	16322	46265
2608	16332	46267
2609	16339	46263
2610	16346	46258
2611	16350	46248
2612	16357	46244
2613	16362	46234
2614	16369	46228
2615	16375	46221
2616	16380	46212
2617	16387	46209
2618	16392	46198
2619	16398	46190
2620	16405	46186
2621	16410	46176
2622	16414	46165
2623	16422	46163
2624	16427	46154
2625	16434	46149
2626	16440	46141
2627	16444	46130
2628	16451	46125
2629	16457	46117
2630	16462	46109
2631	16472	46111
2632	16479	46108
2633	16489	46114
2634	16495	46105
2635	16506	46112
2636	16513	46107
2637	16522	46109
2638	16527	46101
2639	16534	46096
2640	16540	46088
2641	16544	46077
2642	16551	46073
2643	16557	46064
2644	16563	46057
2645	16568	46048
2646	16573	46038
2647	16579	46033
2648	16585	46024
2649	16590	46014
2650	16596	46008
2651	16601	45999
2652	16606	45988
2653	16612	45981
2654	16618	45975
2655	16624	45968
2656	16631	45963
2657	16636	45952
2658	16640	45942
2659	16646	45934
2660	16651	45924
2661	16656	45913
2662	16662	45906
2663	16666	45896
2664	16671	45886
2665	16679	45883
2666	16684	45874
2667	16689	45864
2668	16695	45858
2669	16700	45849
2670	16705	45838
2671	16713	45835
2672	16718	45826
2673	16723	45818
2674	16728	45808
2675	16732	45796
2676	16736	45784
2677	16743	45778
2678	16747	45767
2679	16752	45757
2680	16758	45750
2681	16763	45740
2682	16768	45730
2683	16774	45724
2684	16779	45713
2685	16784	45704
2686	16790	45698
2687	16796	45689
2688	16802	45683
2689	16808	45675
2690	16812	45665
2691	16817	45655
2692	16824	45649
2693	16829	45640
2694	16833	45629
2695	16839	45622
2696	16845	45615
2697	16850	45604
2698	16855	45596
2699	16860	45586
2700	16865	45575
2701	16870	45567
2702	16875	45557
2703	16880	45546
2704	16886	45539
2705	16891	45530
2706	16895	45519
2707	16901	45512
2708	16906	45503
2709	16911	45493
2710	16918	45488
2711	16923	45478
2712	16927	45467
2713	16934	45461
2714	16938	45450
2715	16943	45439
2716	16949	45434
2717	16954	45423
2718	16958	45412
2719	16964	45405
2720	16970	45399
2721	16975	45388
2722	16982	45384
2723	16986	45372
2724	16991	45361
2725	16997	45356
2726	17003	45348
2727	17008	45338
2728	17014	45333
2729	17019	45322
2730	17024	45312
2731	17030	45305
2732	17034	45295
2733	17039	45284
2734	17045	45278
2735	17050	45268
2736	17055	45258
2737	17061	45252
2738	17066	45242
2739	17071	45234
2740	17078	45228
2741	17083	45218
2742	17092	45219
2743	17101	45220
2744	17106	45213
2745	17116	45215
2746	17121	45205
2747	17128	45201
2748	17133	45192
2749	17138	45182
2750	17146	45180
2751	17150	45170
2752	17156	45163
2753	17162	45155
2754	17166	45144
2755	17172	45137
2756	17177	45128
2757	17182	45117
2758	17188	45111
2759	17193	45102
2760	17200	45097
2761	17207	45092
2762	17212	45084
2763	17217	45074
2764	17225	45072
2765	17230	45062
2766	17236	45057
2767	17241	45047
2768	17246	45037
2769	17259	45049
2770	17270	45055
2771	17276	45048
2772	17281	45038
2773	17288	45034
2774	17295	45031
2775	17302	45027
2776	17307	45016
2777	17312	45007
2778	17318	45000
2779	17323	44990
2780	17327	44979
2781	17333	44971
2782	17337	44961
2783	17343	44952
2784	17347	44941
2785	17352	44933
2786	17357	44923
2787	17362	44912
2788	17367	44904
2789	17372	44895
2790	17377	44885
2791	17383	44878
2792	17388	44869
2793	17394	44862
2794	17401	44859
2795	17406	44848
2796	17411	44838
2797	17417	44833
2798	17422	44822
2799	17427	44814
2800	17435	44810
2801	17439	44801
2802	17448	44800
2803	17453	44790
2804	17457	44780
2805	17465	44776
2806	17469	44766
2807	17478	44766
2808	17484	44760
2809	17489	44751
2810	17498	44751
2811	17503	44741
2812	17510	44737
2813	17514	44726
2814	17519	44716
2815	17526	44712
2816	17531	44702
2817	17536	44694
2818	17544	44690
2819	17549	44682
2820	17554	44673
2821	17560	44666
2822	17565	44658
2823	17570	44648
2824	17577	44644
2825	17583	44637
2826	17590	44633
2827	17596	44626
2828	17601	44615
2829	17607	44609
2830	17612	44601
2831	17617	44590
2832	17623	44585
2833	17628	44574
2834	17632	44564
2835	17639	44559
2836	17644	44550
2837	17649	44539
2838	17656	44535
2839	17662	44529
2840	17667	44520
2841	17677	44522
2842	17682	44513
2843	17692	44518
2844	17697	44509
2845	17705	44507
2846	17710	44497
2847	17715	44486
2848	17721	44481
2849	17726	44471
2850	17731	44461
2851	17737	44455
2852	17741	44444
2853	17746	44435
2854	17752	44428
2855	17757	44418
2856	17762	44409
2857	17769	44404
2858	17773	44394
2859	17779	44386
2860	17785	44380
2861	17791	44372
2862	17795	44362
2863	17802	44355
2864	17806	44346
2865	17810	44334
2866	17816	44327
2867	17821	44317
2868	17826	44307
2869	17832	44301
2870	17837	44291
2871	17841	44281
2872	17847	44274
2873	17852	44265
2874	17857	44255
2875	17864	44251
2876	17873	44251
2877	17881	44249
2878	17886	44241
2879	17891	44232
2880	17899	44229
2881	17904	44220
2882	17909	44210
2883	17916	44207
2884	17922	44199
2885	17930	44199
2886	17936	44191
2887	17941	44183
2888	17948	44177
2889	17953	44168
2890	17959	44163
2891	17965	44156
2892	17971	44149
2893	17978	44144
2894	17983	44136
2895	17989	44128
2896	17995	44123
2897	18001	44114
2898	18006	44105
2899	18012	44099
2900	18017	44090
2901	18023	44083
2902	18028	44073
2903	18033	44066
2904	18038	44055
2905	18043	44047
2906	18050	44041
2907	18056	44035
2908	18061	44027
2909	18067	44019
2910	18073	44013
2911	18082	44012
2912	18090	44013
2913	18096	44005
2914	18101	43997
2915	18113	44004
2916	18118	43995
2917	18129	43999
2918	18133	43989
2919	18143	43990
2920	18147	43980
2921	18155	43977
2922	18160	43968
2923	18164	43958
2924	18172	43954
2925	18178	43948
2926	18189	43954
2927	18195	43948
2928	18205	43951
2929	18240	44013
2930	18247	44008
2931	18257	44011
2932	18270	44021
2933	18283	44033
2934	18291	44030
2935	18296	44022
2936	18303	44016
2937	18308	44007
2938	18315	44003
2939	18320	43994
2940	18325	43983
2941	18331	43977
2942	18335	43967
2943	18340	43956
2944	18346	43950
2945	18352	43943
2946	18357	43933
2947	18363	43927
2948	18368	43918
2949	18373	43909
2950	18379	43902
2951	18384	43893
2952	18388	43883
2953	18396	43880
2954	18401	43871
2955	18406	43862
2956	18412	43854
2957	18417	43845
2958	18422	43835
2959	18428	43830
2960	18434	43822
2961	18452	43845
2962	18467	43859
2963	18478	43864
2964	18516	43933
2965	18527	43939
2966	18537	43941
2967	18555	43962
2968	18585	44012
2969	18595	44016
2970	18604	44015
2971	18614	44019
2972	18632	44040
2973	18640	44037
2974	18645	44028
2975	18676	44079
2976	18684	44079
2977	18693	44079
2978	18699	44070
2979	18703	44060
2980	18708	44051
2981	18713	44041
2982	18718	44031
2983	18723	44023
2984	18728	44013
2985	18733	44003
2986	18740	43999
2987	18745	43990
2988	18750	43981
2989	18757	43976
2990	18762	43966
2991	18769	43962
2992	18775	43956
2993	18780	43946
2994	18789	43946
2995	18795	43939
2996	18805	43943
2997	18811	43935
2998	18818	43931
2999	18824	43924
3000	18829	43914
3001	18836	43910
3002	18841	43900
3003	18847	43893
3004	18853	43887
3005	18858	43877
3006	18862	43867
3007	18869	43861
3008	18873	43850
3009	18878	43841
3010	18884	43832
3011	18888	43822
3012	18893	43813
3013	18899	43806
3014	18904	43795
3015	18908	43785
3016	18913	43777
3017	18919	43769
3018	18924	43760
3019	18930	43753
3020	18935	43744
3021	18940	43734
3022	18945	43726
3023	18951	43717
3024	18955	43707
3025	18961	43699
3026	18966	43690
3027	18970	43680
3028	18975	43669
3029	18980	43660
3030	18984	43650
3031	18989	43640
3032	18995	43632
3033	18999	43622
3034	19003	43611
3035	19009	43604
3036	19014	43594
3037	19019	43585
3038	19025	43579
3039	19030	43570
3040	19035	43560
3041	19040	43552
3042	19050	43553
3043	19056	43546
3044	19062	43539
3045	19068	43533
3046	19078	43534
3047	19082	43524
3048	19089	43520
3049	19095	43512
3050	19100	43502
3051	19107	43498
3052	19112	43490
3053	19118	43482
3054	19124	43477
3055	19129	43467
3056	19135	43459
3057	19141	43452
3058	19148	43448
3059	19157	43447
3060	19163	43441
3061	19171	43439
3062	19193	43469
3063	19205	43476
3064	19213	43472
3065	19220	43469
3066	19226	43461
3067	19231	43452
3068	19238	43448
3069	19243	43438
3070	19248	43428
3071	19255	43425
3072	19259	43414
3073	19265	43406
3074	19271	43400
3075	19276	43391
3076	19282	43383
3077	19287	43375
3078	19292	43365
3079	19299	43361
3080	19304	43351
3081	19309	43342
3082	19316	43337
3083	19320	43327
3084	19325	43318
3085	19331	43311
3086	19336	43301
3087	19340	43291
3088	19347	43286
3089	19352	43276
3090	19356	43265
3091	19366	43266
3092	19377	43273
3093	19389	43278
3094	19402	43286
3095	19412	43289
3096	19420	43288
3097	19430	43289
3098	19445	43302
3099	19466	43328
3100	19477	43332
3101	19487	43334
3102	19495	43331
3103	19502	43327
3104	19513	43331
3105	19519	43325
3106	19530	43329
3107	19538	43325
3108	19549	43330
3109	19554	43322
3110	19564	43324
3111	19570	43315
3112	19579	43316
3113	19589	43318
3114	19601	43324
3115	19614	43332
3116	19623	43332
3117	19629	43326
3118	19635	43318
3119	19642	43314
3120	19648	43307
3121	19655	43302
3122	19662	43297
3123	19670	43295
3124	19678	43292
3125	19684	43286
3126	19695	43289
3127	19700	43281
3128	19709	43280
3129	19714	43271
3130	19725	43274
3131	19731	43267
3132	19739	43266
3133	19744	43256
3134	19749	43246
3135	19756	43243
3136	19761	43233
3137	19765	43223
3138	19775	43224
3139	19780	43214
3140	19787	43210
3141	19792	43201
3142	19797	43191
3143	19805	43188
3144	19810	43179
3145	19816	43173
3146	19822	43165
3147	19826	43154
3148	19833	43149
3149	19837	43139
3150	19842	43128
3151	19847	43120
3152	19852	43111
3153	19857	43101
3154	19865	43099
3155	19869	43089
3156	19874	43079
3157	19880	43071
3158	19884	43062
3159	19890	43053
3160	19896	43046
3161	19900	43036
3162	19907	43030
3163	19912	43022
3164	19917	43013
3165	19922	43003
3166	19928	42996
3167	19933	42987
3168	19937	42977
3169	19942	42968
3170	19948	42960
3171	19952	42950
3172	19957	42939
3173	19963	42932
3174	19968	42923
3175	19972	42913
3176	19979	42907
3177	19984	42898
3178	19989	42889
3179	19995	42883
3180	20000	42874
3181	20005	42865
3182	20012	42859
3183	20016	42850
3184	20021	42840
3185	20028	42835
3186	20033	42826
3187	20040	42822
3188	20046	42815
3189	20051	42806
3190	20060	42804
3191	20064	42794
3192	20072	42791
3193	20080	42788
3194	20086	42780
3195	20095	42782
3196	20101	42773
3197	20111	42775
3198	20118	42771
3199	20130	42776
3200	20135	42767
3201	20143	42765
3202	20150	42760
3203	20158	42759
3204	20180	42785
3205	20190	42787
3206	20197	42781
3207	20209	42787
3208	20215	42780
3209	20223	42778
3210	20244	42802
3211	20256	42807
3212	20262	42800
3213	20268	42795
3214	20273	42786
3215	20282	42784
3216	20289	42780
3217	20296	42775
3218	20305	42773
3219	20310	42765
3220	20317	42760
3221	20323	42753
3222	20328	42744
3223	20337	42743
3224	20344	42740
3225	20353	42737
3226	20359	42731
3227	20366	42725
