iter	RMSE
1645	0.944901946
1646	0.9446858284
1647	0.9443228843
1648	0.9440399399
1649	0.9436144732
1650	0.9434273404
1651	0.9431333414
1652	0.9430614196
1653	0.9427388223
1654	0.9425311387
1655	0.9424802808
1656	0.9418017985
1657	0.9414593035
1658	0.9409734008
1659	0.940940463
1660	0.940462237
1661	0.9398563064
1662	0.9397896229
1663	0.939553932
1664	0.939178309
1665	0.9390416179
1666	0.9386763997
1667	0.93851074
1668	0.9380788861
1669	0.937993769
1670	0.9377663427
1671	0.9374727782
1672	0.9372308593
1673	0.9370278342
1674	0.9367606727
1675	0.9364659071
1676	0.9360009453
1677	0.9359113317
1678	0.9357479022
1679	0.9353760823
1680	0.9352842682
1681	0.9350487698
1682	0.9349036396
1683	0.9345984027
1684	0.9344265578
1685	0.9340052598
1686	0.9337136647
1687	0.9333254456
1688	0.933231397
1689	0.9330870394
1690	0.9327109904
1691	0.9325666139
1692	0.932192454
1693	0.9318149385
1694	0.9312523224
1695	0.930723483
1696	0.9302716437
1697	0.9302493803
1698	0.9301798749
1699	0.9298232115
1700	0.929534795
1701	0.9294113044
1702	0.9292088885
1703	0.9288568992
1704	0.928799696
1705	0.928540265
1706	0.9284095342
1707	0.9278580852
1708	0.9272601191
1709	0.9272419714
1710	0.9269151452
1711	0.9265669678
1712	0.9261383727
1713	0.9259789854
1714	0.9255959494
1715	0.9250272526
1716	0.9249007696
1717	0.9245384855
1718	0.9244220117
1719	0.9240582038
1720	0.9238560289
1721	0.9235079626
1722	0.9234088232
1723	0.9231481735
1724	0.9230229626
1725	0.9228886138
1726	0.9227831764
1727	0.9225927203
1728	0.922245093
1729	0.921528677
1730	0.9209603688
1731	0.9204874639
1732	0.9198262227
1733	0.9197256634
1734	0.9195559541
1735	0.9191807785
1736	0.919101571
1737	0.9188956661
1738	0.9185253696
1739	0.9184724795
1740	0.9180908379
1741	0.9178283876
1742	0.9175010933
1743	0.9166458057
1744	0.9160129279
1745	0.9159430219
1746	0.9156577766
1747	0.9153567437
1748	0.9151000506
1749	0.9150664529
1750	0.9149766284
1751	0.9146646249
1752	0.9145509808
1753	0.9143582611
1754	0.9139949952
1755	0.913644823
1756	0.9125819949
1757	0.9125631902
1758	0.912001526
1759	0.9115564756
1760	0.9111717286
1761	0.9111005144
1762	0.9107439029
1763	0.9104035815
1764	0.9102901194
1765	0.9101400031
1766	0.9095767802
1767	0.9093409999
1768	0.9090512411
1769	0.9086276327
1770	0.9084581355
1771	0.908283168
1772	0.9076554258
1773	0.9073993597
1774	0.9068975052
1775	0.9066384095
1776	0.9064379861
1777	0.9063625543
1778	0.9062346035
1779	0.9059629854
1780	0.9055431159
1781	0.9053890889
1782	0.9052199681
1783	0.9048037711
1784	0.903136104
1785	0.9027735712
1786	0.9026516469
1787	0.9024264328
1788	0.9022877665
1789	0.9018897717
1790	0.9016500325
1791	0.9015304482
1792	0.9009694429
1793	0.9005601227
1794	0.900106546
1795	0.899482922
1796	0.899260453
1797	0.8992435792
1798	0.8988504763
1799	0.8984647548
1800	0.8980862678
1801	0.8974204508
1802	0.8972421495
1803	0.8969264041
1804	0.8966631619
1805	0.8965366663
1806	0.8964987857
1807	0.8963107656
1808	0.8960020353
1809	0.8956265187
1810	0.895013433
1811	0.8948227867
1812	0.8945261253
1813	0.8942306244
1814	0.8935024707
1815	0.8932649081
1816	0.8930528311
1817	0.8928881474
1818	0.8923794568
1819	0.8921668163
1820	0.8912976432
1821	0.8908784546
1822	0.8904545666
1823	0.8902109913
1824	0.8899224116
1825	0.8896799393
1826	0.889387699
1827	0.8892388054
1828	0.8890440549
1829	0.8889411209
1830	0.8889030533
1831	0.8887576843
1832	0.8884906383
1833	0.8881792029
1834	0.8878070802
1835	0.8875620523
1836	0.8868323662
1837	0.8866578398
1838	0.8865468776
1839	0.8862041209
1840	0.8859422549
1841	0.8855900017
1842	0.8849920007
1843	0.8848991903
1844	0.8848941286
1845	0.8846536441
1846	0.8843159243
1847	0.8840373694
1848	0.883945479
1849	0.8836352392
1850	0.8834640784
1851	0.8833719574
1852	0.8829876991
1853	0.8826158725
1854	0.8822582455
1855	0.8821631309
1856	0.8817365377
1857	0.8817049167
1858	0.8815798487
1859	0.8812404566
1860	0.8812274741
1861	0.8810993597
1862	0.8807738185
1863	0.880606611
1864	0.8803573243
1865	0.8803135278
1866	0.8800131966
1867	0.8796217356
1868	0.8795670297
1869	0.8789922996
1870	0.8789071708
1871	0.878247757
1872	0.8781163214
1873	0.8779814555
1874	0.8777491115
1875	0.8773511813
1876	0.8770595188
1877	0.8769232756
1878	0.8765852812
1879	0.8764640834
1880	0.8761137478
1881	0.8758787453
1882	0.8754887517
1883	0.8753420779
1884	0.8751695275
1885	0.874634719
1886	0.8745449957
1887	0.8742779099
1888	0.8739212892
1889	0.8736615958
1890	0.8733627276
1891	0.8732836179
1892	0.8730675271
1893	0.8728026064
1894	0.8725753292
1895	0.8719553005
1896	0.8717331908
1897	0.8713827904
1898	0.8711467466
1899	0.8707480894
1900	0.8707355187
1901	0.8704590946
1902	0.8702294578
1903	0.8699975537
1904	0.869905101
1905	0.869695226
1906	0.8695526081
1907	0.8694166152
1908	0.8691405172
1909	0.8689583128
1910	0.8689092327
1911	0.8688144132
1912	0.8686645016
1913	0.8684501336
1914	0.8682575849
1915	0.8677828322
1916	0.86770271
1917	0.8674997712
1918	0.8673345751
1919	0.8672675952
1920	0.8671613959
1921	0.8669669245
1922	0.8668220097
1923	0.8664206834
1924	0.8658997293
1925	0.8655002155
1926	0.8650831626
1927	0.8646665682
1928	0.8643982522
1929	0.8639746472
1930	0.8637367327
1931	0.8637338801
1932	0.8634952556
1933	0.8629854292
1934	0.862680943
1935	0.8622743872
1936	0.8620834537
1937	0.8616585954
1938	0.8613145959
1939	0.8612173011
1940	0.8608191615
1941	0.8606472879
1942	0.8601554149
1943	0.86002681
1944	0.8596903042
1945	0.8594353984
1946	0.8593202125
1947	0.8591496441
1948	0.8586063608
1949	0.8584532209
1950	0.8581585318
1951	0.8578175889
1952	0.8576227297
1953	0.8575253055
1954	0.8573751821
1955	0.8571480433
1956	0.8569598964
1957	0.8566570029
1958	0.8564238699
1959	0.8562368228
1960	0.8560076477
1961	0.8556530119
1962	0.8554968601
1963	0.8550947582
1964	0.8548949497
1965	0.854608441
1966	0.8542328536
1967	0.8541030899
1968	0.8538268682
1969	0.8536963154
1970	0.8536413836
1971	0.8534536446
1972	0.8532613258
1973	0.8529796825
1974	0.8524322022
1975	0.8521404116
1976	0.8518671607
1977	0.8517091163
1978	0.8513583388
1979	0.8512710604
1980	0.8508557567
1981	0.8506275888
1982	0.8502479757
1983	0.8500441138
1984	0.8499296928
1985	0.8497406916
1986	0.8492844391
1987	0.8490416081
1988	0.8485412722
1989	0.8479907324
1990	0.8478562694
1991	0.8474341252
1992	0.84700544
1993	0.8468456513
1994	0.8467175389
1995	0.8464088712
1996	0.8463762985
1997	0.8463548927
1998	0.8460712058
1999	0.846036082
2000	0.8454270407
2001	0.8451056991
2002	0.8449823848
2003	0.8445722215
2004	0.8444895792
2005	0.8443768665
2006	0.8442166251
2007	0.843510162
2008	0.8434997847
2009	0.8433848154
2010	0.8430544323
2011	0.8427285861
2012	0.8423003714
2013	0.842172433
2014	0.8419154104
2015	0.8418953555
2016	0.8413531262
2017	0.8413323017
2018	0.8411953219
2019	0.8410723398
2020	0.8409036104
2021	0.8404184363
2022	0.8402573954
2023	0.8400237368
2024	0.8399787419
2025	0.839931174
2026	0.8398384931
2027	0.8396845975
2028	0.8395134998
2029	0.8393646135
2030	0.8390524287
2031	0.8384543812
2032	0.8383110087
2033	0.8381608325
2034	0.8377479834
2035	0.8369869467
2036	0.83686469
2037	0.8364853622
2038	0.836330136
2039	0.8361428105
2040	0.8358799517
2041	0.8356473718
2042	0.8355044389
2043	0.8351777207
2044	0.8351223956
2045	0.8348824518
2046	0.8347960503
2047	0.834255522
2048	0.8342511207
2049	0.8339437821
2050	0.8335489991
2051	0.833108902
2052	0.8329015612
2053	0.8328552786
2054	0.8327816889
2055	0.8326528975
2056	0.8324753736
2057	0.8321963936
2058	0.8319780498
2059	0.8318798484
2060	0.8316196788
2061	0.8314428859
2062	0.8313214597
2063	0.8310512852
2064	0.8309783451
2065	0.8307234453
2066	0.8305138876
2067	0.8302291808
2068	0.8299055422
2069	0.8294168498
2070	0.8289030889
2071	0.8287002071
2072	0.828502789
2073	0.8284933791
2074	0.8280733306
2075	0.8279210992
2076	0.8278145873
2077	0.8274243783
2078	0.8271817715
2079	0.8271128239
2080	0.8266868151
2081	0.8265125172
2082	0.8262843916
2083	0.8260252049
2084	0.8258204821
2085	0.8256246908
2086	0.8252947952
2087	0.8248900489
2088	0.8247789152
2089	0.8245412922
2090	0.8240604304
2091	0.8238773271
2092	0.8237477205
2093	0.8235664037
2094	0.8230624788
2095	0.8229946371
2096	0.8225874537
2097	0.8224463772
2098	0.8223129434
2099	0.8222500492
2100	0.8219138151
2101	0.8217942512
2102	0.8212612531
2103	0.8208604018
2104	0.8207203993
2105	0.8206621917
2106	0.8205253936
2107	0.8200407573
2108	0.8200210014
2109	0.8197739595
2110	0.8193603828
2111	0.819162174
2112	0.8190750049
2113	0.8190574706
2114	0.8187437095
2115	0.8185118125
2116	0.8184496295
2117	0.8179255861
2118	0.8177439881
2119	0.817462117
2120	0.8173968388
2121	0.8171513044
2122	0.8168436724
2123	0.8166313157
2124	0.8160649381
2125	0.8158210748
2126	0.8155439799
2127	0.8154441198
2128	0.8153387398
2129	0.8152645133
2130	0.8148026188
2131	0.8146169264
2132	0.8145710555
2133	0.8145533859
2134	0.8143928787
2135	0.8139133869
2136	0.8136647598
2137	0.8135807936
2138	0.8133508323
2139	0.8133433677
2140	0.8130509061
2141	0.8128794367
2142	0.8127768775
2143	0.8116363834
2144	0.8113779075
2145	0.8111974781
2146	0.8108817506
2147	0.8108072438
2148	0.8105881316
2149	0.810475094
2150	0.8102520557
2151	0.8102030412
2152	0.810103664
2153	0.8099893155
2154	0.8093492725
2155	0.809159975
2156	0.8087820891
2157	0.8085535406
2158	0.808142783
2159	0.8080762735
2160	0.8079357675
2161	0.8076529282
2162	0.8074877126
2163	0.8071107739
2164	0.806858818
2165	0.8065582776
2166	0.8064255874
2167	0.8060455064
2168	0.8058652079
2169	0.8056596729
2170	0.8055119303
2171	0.8055094375
2172	0.8048737092
2173	0.80460723
2174	0.8040400298
2175	0.8036152813
2176	0.8033274986
2177	0.803065236
2178	0.8029176589
2179	0.8027755517
2180	0.8025915852
2181	0.8022075918
2182	0.8017021331
2183	0.801598572
2184	0.8014235099
2185	0.8010410513
2186	0.8008122059
2187	0.8006975289
2188	0.8005471868
2189	0.8000116271
2190	0.7994727735
2191	0.7991090703
2192	0.7990340282
2193	0.7988915563
2194	0.7986812967
2195	0.7986284569
2196	0.7984957166
2197	0.7982817822
2198	0.7982235445
2199	0.7980772033
2200	0.7979673177
2201	0.7977831384
2202	0.7977295761
2203	0.7973001896
2204	0.7971949392
2205	0.7971170786
2206	0.796948627
2207	0.7968619574
2208	0.7964800142
2209	0.7963849431
2210	0.7962445775
2211	0.7960358947
2212	0.7958420424
2213	0.7957719803
2214	0.7956339945
2215	0.7955700248
2216	0.7954776982
2217	0.795399492
2218	0.7950574256
2219	0.7948425699
2220	0.7947174749
2221	0.7945288456
2222	0.7941537113
2223	0.7939857232
2224	0.7936798446
2225	0.7934937439
2226	0.7931306814
2227	0.7926513912
2228	0.7924182747
2229	0.7922113781
2230	0.7919618684
2231	0.791833311
2232	0.7912773611
2233	0.7910955294
2234	0.79094918
2235	0.790578852
2236	0.7902710977
2237	0.7899680863
2238	0.7896713653
2239	0.7895814807
2240	0.7895590624
2241	0.7894817555
2242	0.7892577046
2243	0.788727316
2244	0.7885403699
2245	0.788300237
2246	0.7879795994
2247	0.7877772524
2248	0.7875053021
2249	0.7873319096
2250	0.7873082824
2251	0.787046679
2252	0.7868123439
2253	0.7864162884
2254	0.7862271233
2255	0.7859996523
2256	0.7854541443
2257	0.7852015104
2258	0.7851277515
2259	0.7848767208
2260	0.7847198114
2261	0.7845205138
2262	0.7843722191
2263	0.7841262639
2264	0.7838443711
2265	0.7834317291
2266	0.783332636
2267	0.7832172486
2268	0.7831766194
2269	0.783018523
2270	0.7826450867
2271	0.7825836452
2272	0.7823491467
2273	0.7821006619
2274	0.7818218023
2275	0.7815995761
2276	0.7814229777
2277	0.7811922348
2278	0.7810950237
2279	0.7810921529
2280	0.7809866353
2281	0.7807919497
2282	0.7807750158
2283	0.7804362915
2284	0.7802084848
2285	0.780184272
2286	0.7797543304
2287	0.7790934742
2288	0.7789345004
2289	0.7787962283
2290	0.7787554091
2291	0.7784183291
2292	0.7781442969
2293	0.7777527265
2294	0.7774021784
2295	0.7769791874
2296	0.7765463472
2297	0.7764142338
2298	0.7763265999
2299	0.7760233719
2300	0.7758060641
2301	0.7757340088
2302	0.7755031217
2303	0.7749384129
2304	0.7748282462
2305	0.7746547698
2306	0.7744494358
2307	0.7742982637
2308	0.7740930818
2309	0.7738231098
2310	0.7735744234
2311	0.7733604616
2312	0.7730609958
2313	0.7728817855
2314	0.772835234
2315	0.7727242676
2316	0.7725594853
2317	0.7724203841
2318	0.7720704844
2319	0.7717606781
2320	0.7713963042
2321	0.7712159534
2322	0.7710835399
2323	0.7706359222
2324	0.7703843071
2325	0.7699698818
2326	0.7698717547
2327	0.7697090817
2328	0.7692549766
2329	0.769214114
2330	0.7691721077
2331	0.7691636647
2332	0.7689279791
2333	0.7686613152
2334	0.7685498347
2335	0.7683864209
2336	0.7681809303
2337	0.7680572687
2338	0.7679335834
2339	0.7677631216
2340	0.7674996467
2341	0.7670692252
2342	0.7669882646
2343	0.7666682568
2344	0.766395534
2345	0.7661149651
2346	0.7659092301
2347	0.7656251417
2348	0.7654259674
2349	0.7649551807
2350	0.7649493355
2351	0.7647367227
2352	0.7646563942
2353	0.7646153942
2354	0.7643100524
2355	0.7636916211
2356	0.7634545358
2357	0.7633138475
2358	0.7632508573
2359	0.7630891744
2360	0.7628121117
2361	0.7622806851
2362	0.7618492286
2363	0.7616472849
2364	0.7615342212
2365	0.7613997242
2366	0.7611643118
2367	0.7607475041
2368	0.760531335
2369	0.7603304092
2370	0.7601985546
2371	0.7598381917
2372	0.7593314842
2373	0.7589145611
2374	0.7587131909
2375	0.7582777638
2376	0.7581599929
2377	0.7579442558
2378	0.7576699149
2379	0.7572109704
2380	0.7571467685
2381	0.7570476747
2382	0.7564658592
2383	0.7562869351
2384	0.7561969536
2385	0.7558421855
2386	0.7557519141
2387	0.7556847781
2388	0.755450506
2389	0.7551359622
2390	0.7549649339
2391	0.7548144935
2392	0.7546800762
2393	0.7541673462
2394	0.7540562285
2395	0.7538175973
2396	0.7537703353
2397	0.7537336153
2398	0.7535334821
2399	0.7532788812
2400	0.7529055778
2401	0.752740608
2402	0.7525057729
2403	0.7523071885
2404	0.752144704
2405	0.7519574175
2406	0.7518675334
2407	0.751563322
2408	0.7514243724
2409	0.7513681543
2410	0.7512466964
2411	0.7509377239
2412	0.7504711581
2413	0.7502332452
2414	0.7501152698
2415	0.7497940877
2416	0.7496798422
2417	0.7494053635
2418	0.7493619059
2419	0.749071555
2420	0.7489491056
2421	0.7488922373
2422	0.7488112443
2423	0.7486189571
2424	0.7484630269
2425	0.7482041127
2426	0.7477938574
2427	0.7476660238
2428	0.7472731807
2429	0.7471551805
2430	0.7468741492
2431	0.7464916374
2432	0.7462493866
2433	0.7459979889
2434	0.7459541792
2435	0.7457644793
2436	0.7454821376
2437	0.7452875256
2438	0.7451326957
2439	0.7451210593
2440	0.7450500234
2441	0.7448894245
2442	0.7447945191
2443	0.7445497657
2444	0.7444815426
2445	0.7443297421
2446	0.7441256539
2447	0.7438886272
2448	0.7433883728
2449	0.7433030583
2450	0.7432219531
2451	0.7426171686
2452	0.7425116542
2453	0.7423448673
2454	0.7421041655
2455	0.7418443304
2456	0.7415290161
2457	0.7414107973
2458	0.7409969999
2459	0.7407958117
2460	0.7406012273
2461	0.7405184831
2462	0.7403437446
2463	0.7400054928
2464	0.7398072213
2465	0.7397663615
2466	0.7395786714
2467	0.7393919068
2468	0.7392128319
2469	0.7390653273
2470	0.738972012
2471	0.738457673
2472	0.7382477891
2473	0.7381983522
2474	0.7378669098
2475	0.7377528986
2476	0.7375360725
2477	0.7369641285
2478	0.7368204547
2479	0.7366200674
2480	0.7362900941
2481	0.7362470423
2482	0.7361875964
2483	0.7360261333
2484	0.7358574309
2485	0.7357249246
2486	0.7356677045
2487	0.7353751955
2488	0.7350073623
2489	0.7348198816
2490	0.7346676541
2491	0.7343010721
2492	0.73413783
2493	0.7340132793
2494	0.7338576946
2495	0.7336855774
2496	0.7335329095
2497	0.7334098686
2498	0.7331870129
2499	0.7330277192
2500	0.7327421132
2501	0.7324324406
2502	0.7322634611
2503	0.7321160491
2504	0.7320541489
2505	0.7317733598
2506	0.731648519
2507	0.7311672089
2508	0.7310789338
2509	0.7308808435
2510	0.7303019969
2511	0.7299958138
2512	0.7299395764
2513	0.7297394695
2514	0.7294431976
2515	0.7293375717
2516	0.7291766702
2517	0.7290086234
2518	0.7288857844
2519	0.7287745198
2520	0.7286433081
2521	0.7282524293
2522	0.7281764971
2523	0.7274039077
2524	0.7272717957
2525	0.7271804345
2526	0.7271007716
2527	0.7270840317
2528	0.7269142874
2529	0.7268033145
2530	0.7267312686
2531	0.7266192889
2532	0.7264942673
2533	0.7262237826
2534	0.7261289305
2535	0.7259575509
2536	0.7256609421
2537	0.7255205349
2538	0.7253101483
2539	0.7251573702
2540	0.7251229714
2541	0.725088796
2542	0.7249765127
2543	0.7249109617
2544	0.7246964941
2545	0.7246427047
2546	0.724593326
2547	0.7242954707
2548	0.7241156898
2549	0.7239835924
2550	0.7239715112
2551	0.7237830407
2552	0.7233399625
2553	0.7233182581
2554	0.7232263805
2555	0.7230247301
2556	0.7227764712
2557	0.7226407732
2558	0.7224532893
2559	0.7222790075
2560	0.7221878838
2561	0.7215821435
2562	0.7213948193
2563	0.721259686
2564	0.7211388109
2565	0.7209921541
2566	0.7206236774
2567	0.7205620495
2568	0.7203156474
2569	0.72021955
2570	0.7199712574
2571	0.7199161067
2572	0.71983768
2573	0.7192670611
2574	0.719157819
2575	0.7190569622
2576	0.7187533909
2577	0.7186277798
2578	0.7183341645
2579	0.7180921312
2580	0.7180011025
2581	0.7179511977
2582	0.7177578332
2583	0.7175174217
2584	0.7173180188
2585	0.7163856551
2586	0.7163464144
2587	0.7162061471
2588	0.7160277557
2589	0.7158771054
2590	0.7156166162
2591	0.7153142632
2592	0.7152828777
2593	0.7151472525
2594	0.7149103203
2595	0.7147229629
2596	0.7143911214
2597	0.7142046799
2598	0.7138521861
2599	0.7135652971
2600	0.7135121001
2601	0.7134520867
2602	0.7132637525
2603	0.7130407343
2604	0.7128537587
2605	0.7125621892
2606	0.7122841996
2607	0.7121920466
2608	0.7119812294
2609	0.7119440007
2610	0.7116735042
2611	0.711621902
2612	0.7112212619
2613	0.7111111514
2614	0.7108924952
2615	0.7107866437
2616	0.7103677561
2617	0.7100968864
2618	0.7099501027
2619	0.7094912756
2620	0.709307324
2621	0.7091304745
2622	0.7090607447
2623	0.7087421774
2624	0.7086284234
2625	0.7083143823
2626	0.7081760527
2627	0.7080346646
2628	0.7079415653
2629	0.7077129398
2630	0.7074539371
2631	0.7071372542
2632	0.7070835228
2633	0.7068884851
2634	0.7067688769
2635	0.7063518637
2636	0.7060863797
2637	0.7059074123
2638	0.7058258022
2639	0.705693374
2640	0.7055574255
2641	0.705317426
2642	0.705206385
2643	0.7049290969
2644	0.7046125025
2645	0.7045216804
2646	0.7043858861
2647	0.7042246387
2648	0.7040668087
2649	0.7039134894
2650	0.7034598876
2651	0.7032398505
2652	0.7029194314
2653	0.7026837147
2654	0.7024993131
2655	0.7023173428
2656	0.7022037431
2657	0.7021043291
2658	0.7019149757
2659	0.7018879544
2660	0.7015234431
2661	0.701317291
2662	0.7011670524
2663	0.7009415813
2664	0.7007351267
2665	0.7005703377
2666	0.7002364792
2667	0.7001901875
2668	0.6999962473
2669	0.6998747869
2670	0.699755012
2671	0.699719884
2672	0.6994167264
2673	0.6994073927
2674	0.6992544973
2675	0.6992412609
2676	0.6992338796
2677	0.6991090604
2678	0.6990938698
2679	0.6990452791
2680	0.6989858859
2681	0.6988102816
2682	0.698053469
2683	0.6978129096
2684	0.6976446757
2685	0.6973567516
2686	0.6972036349
2687	0.697077084
2688	0.6967805236
2689	0.696687953
2690	0.6964450983
2691	0.6962125022
2692	0.6956523488
2693	0.6955730971
2694	0.6953722851
2695	0.6950889818
2696	0.6948957381
2697	0.694768519
2698	0.6945577513
2699	0.6943369501
2700	0.6942242409
2701	0.6941537209
2702	0.6940519091
2703	0.6938208892
2704	0.6937255943
2705	0.693409132
2706	0.6932848523
2707	0.6929139885
2708	0.6927154757
2709	0.6926254325
2710	0.6925497442
2711	0.6924536471
2712	0.6920496063
2713	0.691837251
2714	0.6916582494
2715	0.6915978886
2716	0.6913546605
2717	0.6912651192
2718	0.6909941099
2719	0.6909790016
2720	0.6907682483
2721	0.6906203218
2722	0.690557468
2723	0.69050676
2724	0.690403366
2725	0.6902017427
2726	0.6900054517
2727	0.6898134744
2728	0.6896317415
2729	0.6895713722
2730	0.6894908859
2731	0.6894590258
2732	0.6891492267
2733	0.6889898959
2734	0.6888759128
2735	0.688765563
2736	0.6886102098
2737	0.6884498651
2738	0.6882239376
2739	0.6881348694
2740	0.6878897843
2741	0.6877352882
2742	0.6874298291
2743	0.6872990288
2744	0.6868830317
2745	0.6867725627
2746	0.6866408422
2747	0.6864287407
2748	0.686303663
2749	0.6862101244
2750	0.6861200015
2751	0.6860113004
2752	0.6855898816
2753	0.6854560213
2754	0.6852053163
2755	0.6850867328
2756	0.6848068599
2757	0.6846797668
2758	0.6843063994
2759	0.6841299553
2760	0.6838377973
2761	0.6837164002
2762	0.6835670295
2763	0.6834059905
2764	0.6829853833
2765	0.6827193069
2766	0.6824665202
2767	0.6823807892
2768	0.682311501
2769	0.6819137186
2770	0.6818378872
2771	0.6813766483
2772	0.6812677912
2773	0.6810541078
2774	0.6809582435
2775	0.6809226417
2776	0.680603007
2777	0.6804745356
2778	0.6802512874
2779	0.6801150869
2780	0.6800308759
2781	0.6796793983
2782	0.6794626624
2783	0.6791933417
2784	0.6790574203
2785	0.6789544846
2786	0.6788451468
2787	0.6787743729
2788	0.6785239664
2789	0.6782201868
2790	0.6778974825
2791	0.67782697
2792	0.677790552
2793	0.6776081047
2794	0.6774772945
2795	0.6773795785
2796	0.677294612
2797	0.6769898954
2798	0.676802676
2799	0.6766018366
2800	0.6763087603
2801	0.6761328468
2802	0.6760242695
2803	0.6758228428
2804	0.6756613144
2805	0.6755049789
2806	0.6754625261
2807	0.6753291112
2808	0.6752564753
2809	0.6751218317
2810	0.6749806633
2811	0.6748180652
2812	0.6746641928
2813	0.6746534482
2814	0.6745216985
2815	0.6744806911
2816	0.6743486453
2817	0.6742481282
2818	0.6741423199
2819	0.6738975551
2820	0.673749649
2821	0.6736674748
2822	0.6734519051
2823	0.6731667904
2824	0.6730653766
2825	0.6728082328
2826	0.6725161499
2827	0.6722857551
2828	0.672043898
2829	0.6717495724
2830	0.6714377003
2831	0.6714211102
2832	0.6712278104
2833	0.6710102796
2834	0.6708360095
2835	0.6705015336
2836	0.6703883269
2837	0.6702230108
2838	0.670091777
2839	0.6698650928
2840	0.6697126397
2841	0.6696059201
2842	0.6695391631
2843	0.6693033889
2844	0.6690770092
2845	0.6688397818
2846	0.6686068366
2847	0.6683124686
2848	0.6680440037
2849	0.6679454443
2850	0.6677844536
2851	0.6675301689
2852	0.6674496293
2853	0.6672985622
2854	0.6671218265
2855	0.6669707699
2856	0.6667624102
2857	0.6666074924
2858	0.6664247273
2859	0.6663042739
2860	0.6661262464
2861	0.6660065674
2862	0.665974887
2863	0.6658625734
2864	0.6657045325
2865	0.6657003437
2866	0.6654065059
2867	0.6653003135
2868	0.6650920993
2869	0.6647928076
2870	0.6646443108
2871	0.6645752317
2872	0.6642612717
2873	0.6640379306
2874	0.6637051315
2875	0.6633444314
2876	0.6632722387
2877	0.6630640343
2878	0.6629161577
2879	0.6626072375
2880	0.662517327
2881	0.6623786271
2882	0.6621689482
2883	0.6619865127
2884	0.6617534868
2885	0.6616927006
2886	0.6616372779
2887	0.6614037099
2888	0.6613796934
2889	0.6611633322
2890	0.6611236122
2891	0.6609776079
2892	0.6607125959
2893	0.6604622165
2894	0.6603666997
2895	0.6600773908
2896	0.6599190465
2897	0.659871543
2898	0.6598360249
2899	0.6596108976
2900	0.6596053506
2901	0.6595161986
2902	0.6594812039
2903	0.6594185023
2904	0.6593993492
2905	0.6591968175
2906	0.6590693232
2907	0.6588666464
2908	0.6587299622
2909	0.6585185247
2910	0.6582529378
2911	0.6581679351
2912	0.6581051066
2913	0.6578541711
2914	0.6576670447
2915	0.6575578757
2916	0.6573816844
2917	0.6571264505
2918	0.6570436462
2919	0.656437091
2920	0.6562435963
2921	0.6560835664
2922	0.6558822216
2923	0.6558076815
2924	0.6556378961
2925	0.6554060252
2926	0.6553590046
2927	0.6551745028
2928	0.6548210657
2929	0.6547672011
2930	0.6546491788
2931	0.6545468181
2932	0.6544715053
2933	0.6543628324
2934	0.6543611401
2935	0.6542179977
2936	0.6541351448
2937	0.6538681374
2938	0.6535944654
2939	0.6534789501
2940	0.6533910245
2941	0.653277354
2942	0.6532704096
2943	0.6531661755
2944	0.653086459
2945	0.6530283473
2946	0.6527566456
2947	0.6525611414
2948	0.6523436298
2949	0.6521484552
2950	0.6521070235
2951	0.6520191679
2952	0.6519499909
2953	0.6519016026
2954	0.6516455778
2955	0.6512598464
2956	0.6512530552
2957	0.6511096876
2958	0.6508177956
2959	0.6506514776
2960	0.6505450161
2961	0.6505333383
2962	0.6502987335
2963	0.6501837644
2964	0.6501102071
2965	0.6498099279
2966	0.6498033034
2967	0.6496604934
2968	0.6495263537
2969	0.6493475372
2970	0.6490471277
2971	0.6488273654
2972	0.6487489848
2973	0.6484775981
2974	0.6482730928
2975	0.6480568781
2976	0.6479989766
2977	0.6478996253
2978	0.6476617893
2979	0.6476201648
2980	0.6474962759
2981	0.6473429434
2982	0.6472773824
2983	0.6471108808
2984	0.6470917008
2985	0.6468285982
2986	0.6467744301
2987	0.6467062392
2988	0.646556274
2989	0.6463123378
2990	0.6462825552
2991	0.6460283575
2992	0.6458264896
2993	0.6457103555
2994	0.6455447554
2995	0.6451459727
2996	0.6448469044
2997	0.6446619142
2998	0.6445855167
2999	0.6444721495
3000	0.644272771
3001	0.6440963411
3002	0.6439888069
3003	0.6435631268
3004	0.6434564851
3005	0.6433691041
3006	0.6433249978
3007	0.6431008983
3008	0.6430363564
3009	0.642802299
3010	0.6425858302
3011	0.6420119979
3012	0.6417391087
3013	0.6415559511
3014	0.641447939
3015	0.6410430146
3016	0.6409399147
3017	0.6406048136
3018	0.6405112341
3019	0.6403882756
3020	0.640001409
3021	0.6399350568
3022	0.6398777308
3023	0.6396112102
3024	0.6395613473
3025	0.6394231262
3026	0.6393700883
3027	0.6391979074
3028	0.6391776146
3029	0.639045698
3030	0.6390283235
3031	0.6388310966
3032	0.6386669114
3033	0.6385857104
3034	0.6385766214
3035	0.6385634117
3036	0.6384465629
3037	0.6382841393
3038	0.6381649702
3039	0.6381484284
3040	0.6380230324
3041	0.6379344761
3042	0.6378646488
3043	0.6377823686
3044	0.6376803647
3045	0.6375381131
3046	0.637400281
3047	0.6373714821
3048	0.6372623659
3049	0.6371896532
3050	0.6370862217
3051	0.6370801129
3052	0.6369984231
3053	0.6368875549
3054	0.6363520767
3055	0.6362991568
